dataset,wave,domain,variable,variable_label,has_value_labels
CFPS,2020,employment,qs801_b_2code,希望的具体职业,True
CFPS,2020,marriage,qea0,当前婚姻状态,True
CFPS,2020,marriage,qea1,确认上一次访问时婚姻状态,True
CFPS,2020,marriage,marriage_last_update,2018婚姻状态更新,True
CFPS,2020,marriage,qea2,2018年婚姻状况,True
CFPS,2020,birth_age,qea201y,配偶/同伴出生日期(年),True
CFPS,2020,marriage,qea201y,配偶/同伴出生日期(年),True
CFPS,2020,birth_age,qea201m,配偶/同伴出生日期(月),True
CFPS,2020,marriage,qea201m,配偶/同伴出生日期(月),True
CFPS,2020,education,qea202,配偶/同伴学历状况,True
CFPS,2020,marriage,qea202,配偶/同伴学历状况,True
CFPS,2020,marriage,qea203code,上一期配偶/同伴职业编码（修补）,True
CFPS,2020,employment,qea203code,上一期配偶/同伴职业编码（修补）,True
CFPS,2020,employment,qea203code_isco,QEA203职业威望：ISCO Code,True
CFPS,2020,employment,qea203code_isei,QEA203职业威望：ISEI Code,True
CFPS,2020,employment,qea203code_siops,QEA203职业威望：SIOPS Code,True
CFPS,2020,marriage,qea204,与配偶/同伴如何认识,True
CFPS,2020,marriage,qea205y,结婚日期(年),True
CFPS,2020,marriage,qea205m,结婚日期(月),True
CFPS,2020,marriage,qea2071,是否是初婚,True
CFPS,2020,marriage,qea208y,离婚日期(年),True
CFPS,2020,marriage,qea208m,离婚日期(月),True
CFPS,2020,marriage,qea209y,配偶去世日期(年),True
CFPS,2020,marriage,qea209m,配偶去世日期(月),True
CFPS,2020,marriage,qea210code,配偶去世原因,False
CFPS,2020,marriage,eeb2,您与2018年调查/2018年1月1日时的同居伙伴是否结婚,True
CFPS,2020,marriage,eeb201y,你们的结婚日期是 （年）,True
CFPS,2020,marriage,eeb201m,你们的结婚日期是（月）,True
CFPS,2020,marriage,eeb202_1,您的婚姻是否持续到当前,True
CFPS,2020,marriage,eeb202y,您与EA200的婚姻持续到什么时候 （年）,True
CFPS,2020,marriage,eeb202m,您与EA200的婚姻持续到什么时候（月）,True
CFPS,2020,marriage,eeb401y_a_1,结婚日期(年),True
CFPS,2020,marriage,eeb401m_a_1,结婚日期(月),True
CFPS,2020,birth_age,eeb402y_a_1,对方出生日期(年),True
CFPS,2020,birth_age,eeb402m_a_1,对方出生日期(月),True
CFPS,2020,education,eeb4021_a_1,对方已完成（毕业）的最高学历,True
CFPS,2020,marriage,eeb4022_a_1code,当期配偶职业职业编码：基于eeb4022文本,True
CFPS,2020,employment,eeb4022_a_1code,当期配偶职业职业编码：基于eeb4022文本,True
CFPS,2020,employment,eeb4022_a_1code_isco,EEB4022_A_1职业威望：ISCO Code,True
CFPS,2020,employment,eeb4022_a_1code_isei,EEB4022_A_1职业威望：ISEI Code,True
CFPS,2020,employment,eeb4022_a_1code_siops,EEB4022_A_1职业威望：SIOPS Code,True
CFPS,2020,marriage,eeb406_1_a_1,婚姻是否持续,True
CFPS,2020,marriage,eeb406y_a_1,婚姻结束时间（年）,True
CFPS,2020,marriage,eeb406m_a_1,婚姻结束时间（月）,True
CFPS,2020,marriage,eeb408_a_1code,配偶死亡原因,False
CFPS,2020,birth_age,eeb603y_a_1,对方出生日期（年）,True
CFPS,2020,birth_age,eeb603m_a_1,对方出生日期（月）,True
CFPS,2020,birth_age,eeb603y_a_2,对方出生日期（年）,True
CFPS,2020,birth_age,eeb603m_a_2,对方出生日期（月）,True
CFPS,2020,birth_age,eeb603y_a_3,对方出生日期（年）,True
CFPS,2020,birth_age,eeb603m_a_3,对方出生日期（月）,True
CFPS,2020,birth_age,eeb603y_a_4,对方出生日期（年）,True
CFPS,2020,birth_age,eeb603m_a_4,对方出生日期（月）,True
CFPS,2020,birth_age,qka201,理想结婚年龄（岁）,True
CFPS,2020,marriage,qka201,理想结婚年龄（岁）,True
CFPS,2020,fertility,qka205,未来两年生育意愿,True
CFPS,2020,marriage,qm801,您对您当前的“婚姻/同居”生活有多满意,True
CFPS,2020,housework,qm803,您对对方在家务上为家庭做出的贡献有多满意,True
CFPS,2020,marriage,marriagen,生成婚姻段数变量,True
CFPS,2020,marriage,cmstart,2018年1月1日至今新开始且持续到当前的婚姻,True
CFPS,2020,region,ear101a,2018居住地址（省）,True
CFPS,2020,region,ear101c_code,2018居住地址（县/市）,True
CFPS,2020,region,ear101e_code,2018居住地址（村居）,True
CFPS,2020,region,ear102,2018地址是否为当前主要的居住地址,True
CFPS,2020,region,ear103,2018调查至今是否离开过主要居住地址,True
CFPS,2020,region,ear104y,最早搬离2018居住地址时间（年）,False
CFPS,2020,region,ear104m,最早搬离2018居住地址时间（月）,True
CFPS,2020,region,ear105y,最近入住2018居住地址时间（年）,False
CFPS,2020,region,ear105m,最近入住2018居住地址时间（月）,True
CFPS,2020,region,ear106_a_1,2018居住地址其他居住时段1,True
CFPS,2020,region,ear106_1sy_a_1,2018居住地址第1段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_1,2018居住地址第1段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_1,2018居住地址第1段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_1,2018居住地址第1段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_1,2018居住地址第1段居住是否持续到当前,True
CFPS,2020,region,ear106_a_2,2018居住地址其他居住时段2,True
CFPS,2020,region,ear106_1sy_a_2,2018居住地址第2段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_2,2018居住地址第2段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_2,2018居住地址第2段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_2,2018居住地址第2段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_2,2018居住地址第2段居住是否持续到当前,True
CFPS,2020,region,ear106_a_3,2018居住地址其他居住时段3,True
CFPS,2020,region,ear106_1sy_a_3,2018居住地址第3段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_3,2018居住地址第3段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_3,2018居住地址第3段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_3,2018居住地址第3段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_3,2018居住地址第3段居住是否持续到当前,True
CFPS,2020,region,ear106_a_4,2018居住地址其他居住时段4,True
CFPS,2020,region,ear106_1sy_a_4,2018居住地址第4段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_4,2018居住地址第4段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_4,2018居住地址第4段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_4,2018居住地址第4段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_4,2018居住地址第4段居住是否持续到当前,True
CFPS,2020,region,ear106_a_5,2018居住地址其他居住时段5,True
CFPS,2020,region,ear106_1sy_a_5,2018居住地址第5段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_5,2018居住地址第5段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_5,2018居住地址第5段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_5,2018居住地址第5段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_5,2018居住地址第5段居住是否持续到当前,True
CFPS,2020,region,ear106_a_6,2018居住地址其他居住时段6,True
CFPS,2020,region,ear106_1sy_a_6,2018居住地址第6段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_6,2018居住地址第6段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_6,2018居住地址第6段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_6,2018居住地址第6段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_6,2018居住地址第6段居住是否持续到当前,True
CFPS,2020,region,ear106_a_7,2018居住地址其他居住时段7,True
CFPS,2020,region,ear106_1sy_a_7,2018居住地址第7段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_7,2018居住地址第7段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_7,2018居住地址第7段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_7,2018居住地址第7段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_7,2018居住地址第7段居住是否持续到当前,True
CFPS,2020,region,ear106_a_8,2018居住地址其他居住时段8,True
CFPS,2020,region,ear106_1sy_a_8,2018居住地址第8段居住起始时间（年）,False
CFPS,2020,region,ear106_1sm_a_8,2018居住地址第8段居住起始时间（月）,True
CFPS,2020,region,ear106_1fy_a_8,2018居住地址第8段居住结束时间（年）,False
CFPS,2020,region,ear106_1fm_a_8,2018居住地址第8段居住结束时间（月）,True
CFPS,2020,region,ear106_1fc_a_8,2018居住地址第8段居住是否持续到当前,True
CFPS,2020,region,ear201_pre,当前主要的居住地址确认,True
CFPS,2020,region,ear201a,当前主要居住地址（省）,True
CFPS,2020,region,ear201c_code,当前主要居住地址（县/市）,True
CFPS,2020,region,ear201e_code,当前主要居住地址（村居）,True
CFPS,2020,region,ear202y,当前主要居住地址最近入住时间（年）,False
CFPS,2020,region,ear202m,当前主要居住地址最近入住时间（月）,True
CFPS,2020,region,ear3_a_1,当前主要居住地址其他居住时段1,True
CFPS,2020,region,ear3_1sy_a_1,当前主要居住地址第1段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_1,当前主要居住地址第1段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_1,当前主要居住地址第1段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_1,当前主要居住地址第1段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_1,当前主要居住地址第1段居住是否持续到当前,True
CFPS,2020,region,ear3_a_2,当前主要居住地址其他居住时段2,True
CFPS,2020,region,ear3_1sy_a_2,当前主要居住地址第2段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_2,当前主要居住地址第2段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_2,当前主要居住地址第2段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_2,当前主要居住地址第2段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_2,当前主要居住地址第2段居住是否持续到当前,True
CFPS,2020,region,ear3_a_3,当前主要居住地址其他居住时段3,True
CFPS,2020,region,ear3_1sy_a_3,当前主要居住地址第3段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_3,当前主要居住地址第3段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_3,当前主要居住地址第3段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_3,当前主要居住地址第3段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_3,当前主要居住地址第3段居住是否持续到当前,True
CFPS,2020,region,ear3_a_4,当前主要居住地址其他居住时段4,True
CFPS,2020,region,ear3_1sy_a_4,当前主要居住地址第4段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_4,当前主要居住地址第4段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_4,当前主要居住地址第4段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_4,当前主要居住地址第4段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_4,当前主要居住地址第4段居住是否持续到当前,True
CFPS,2020,region,ear3_a_5,当前主要居住地址其他居住时段5,True
CFPS,2020,region,ear3_1sy_a_5,当前主要居住地址第5段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_5,当前主要居住地址第5段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_5,当前主要居住地址第5段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_5,当前主要居住地址第5段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_5,当前主要居住地址第5段居住是否持续到当前,True
CFPS,2020,region,ear3_a_6,当前主要居住地址其他居住时段6,True
CFPS,2020,region,ear3_1sy_a_6,当前主要居住地址第6段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_6,当前主要居住地址第6段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_6,当前主要居住地址第6段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_6,当前主要居住地址第6段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_6,当前主要居住地址第6段居住是否持续到当前,True
CFPS,2020,region,ear3_a_7,当前主要居住地址其他居住时段7,True
CFPS,2020,region,ear3_1sy_a_7,当前主要居住地址第7段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_7,当前主要居住地址第7段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_7,当前主要居住地址第7段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_7,当前主要居住地址第7段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_7,当前主要居住地址第7段居住是否持续到当前,True
CFPS,2020,region,ear3_a_8,当前主要居住地址其他居住时段8,True
CFPS,2020,region,ear3_1sy_a_8,当前主要居住地址第8段居住起始时间（年）,False
CFPS,2020,region,ear3_1sm_a_8,当前主要居住地址第8段居住起始时间（月）,True
CFPS,2020,region,ear3_1fy_a_8,当前主要居住地址第8段居住结束时间（年）,True
CFPS,2020,region,ear3_1fm_a_8,当前主要居住地址第8段居住结束时间（月）,True
CFPS,2020,region,ear3_1fc_a_8,当前主要居住地址第8段居住是否持续到当前,True
CFPS,2020,region,ear4,其他居住地址数（处）,True
CFPS,2020,region,ear5a_a_1,其他地址1（省）,True
CFPS,2020,region,ear5a_a_2,其他地址2（省）,True
CFPS,2020,region,ear5a_a_3,其他地址3（省）,True
CFPS,2020,region,ear5a_a_4,其他地址4（省）,True
CFPS,2020,region,ear5a_a_5,其他地址5（省）,True
CFPS,2020,region,ear5a_a_6,其他地址6（省）,True
CFPS,2020,region,ear7a_a_1,居住地址1（省）,True
CFPS,2020,region,ear7c_a_1_code,居住地址1（县/市）,True
CFPS,2020,region,ear7e_a_1_code,居住地址1（村居）,True
CFPS,2020,region,ear7a_a_2,居住地址2（省）,True
CFPS,2020,region,ear7c_a_2_code,居住地址2（县/市）,True
CFPS,2020,region,ear7e_a_2_code,居住地址2（村居）,True
CFPS,2020,region,ear7a_a_3,居住地址3（省）,True
CFPS,2020,region,ear7c_a_3_code,居住地址3（县/市）,True
CFPS,2020,employment,qga302,实习每周工作时间(小时/周),True
CFPS,2020,employment,qga401code,实习工作职业编码：基于QGA401文本,True
CFPS,2020,employment,qga401code_isco,QGA401职业威望：ISCO Code,True
CFPS,2020,employment,qga401code_isei,QGA401职业威望：ISEI Code,True
CFPS,2020,employment,qga401code_siops,QGA401职业威望：SIOPS Code,True
CFPS,2020,employment,qga1,全职工作经历,True
CFPS,2020,employment,qgb1,过去一周工作状态,True
CFPS,2020,employment,qgb201,返回工作岗位,True
CFPS,2020,employment,qgb4,从事农业工作,True
CFPS,2020,employment,qgb5,是否找工作,True
CFPS,2020,employment,qgb501,两周内开始工作,True
CFPS,2020,employment,qgb6,没有工作原因,True
CFPS,2020,employment,employ,当前工作状态,True
CFPS,2020,employment,egc101,2018工作确认,True
CFPS,2020,employment,egc104y,工作结束时间（年）,False
CFPS,2020,employment,egc104m,工作结束时间（月）,True
CFPS,2020,employment,egc103,当前最主要工作/最近结束的工作确认,True
CFPS,2020,employment,egc105,从上次调查/2018年1月1日至今，您是否有过工作,True
CFPS,2020,employment,egc1052y,从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的开始时间（年）,False
CFPS,2020,employment,egc1052m,从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的开始时间（月）,True
CFPS,2020,employment,egc1053y,从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的最早一次的间断时间（,False
CFPS,2020,employment,egc1053m,从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作的最早一次的间断时间（,True
CFPS,2020,employment,egc1053c,从上次调查/2018年1月1日至今，新产生的主要工作/最近一份工作，是否持续到当前,True
CFPS,2020,employment,egc202_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）是为自己干活还是受雇于他,True
CFPS,2020,employment,egc2021_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）是农业工作还是非农工作,True
CFPS,2020,employment,egc203_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的工作单位/雇主性质,True
CFPS,2020,employment,egc2031_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_b_1,过去12个月，2018主要工作（若不再是2020主要工作，则变成2020一般工作）每周工作多少,True
CFPS,2020,employment,egc205_b_1,过去12个月，2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后月收入,True
CFPS,2020,income,egc205_b_1,过去12个月，2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后月收入,True
CFPS,2020,employment,lastyjob_last,CFPS2018主要工作是否延续到最近一年,True
CFPS,2020,employment,lastyjob_cur,CFPS2018之后产生的最近一份工作是否延续到最近一年,True
CFPS,2020,employment,jobstartn,EHC回忆时段内开始新工作份数,True
CFPS,2020,employment,jobclass_base_2018,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的工作类型（base）,True
CFPS,2020,employment,jobclass_2018,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的工作类型,True
CFPS,2020,employment,mincomea_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后月收入,True
CFPS,2020,income,mincomea_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后月收入,True
CFPS,2020,employment,yincomea_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后年收入,True
CFPS,2020,income,yincomea_b_1,2018主要工作（若不再是2020主要工作，则变成2020一般工作）的税后年收入,True
CFPS,2020,employment,egc201,其他一般工作的数量,True
CFPS,2020,employment,egc2012y_a_1,您什么时候开始从事一般工作1（年）,False
CFPS,2020,employment,egc2012m_a_1,您什么时候开始从事一般工作1（月）,True
CFPS,2020,employment,egc2013y_a_1,您什么时候结束一般工作1（年）,False
CFPS,2020,employment,egc2013m_a_1,您什么时候结束一般工作1（月）,True
CFPS,2020,employment,egc2013c_a_1,一般工作1是否持续到当前,True
CFPS,2020,employment,egc202_a_1,一般工作1是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_1,一般工作1是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_1,一般工作1的单位/雇主性质,True
CFPS,2020,employment,egc2031_a_1,一般工作1的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_a_1,过去12个月，一般工作1每周工作多少个小时,True
CFPS,2020,employment,egc205_a_1,过去12个月，一般工作1的税后月收入,True
CFPS,2020,income,egc205_a_1,过去12个月，一般工作1的税后月收入,True
CFPS,2020,employment,egc2051_min_a_1,一般工作1的税后月收入区间最低值,True
CFPS,2020,income,egc2051_min_a_1,一般工作1的税后月收入区间最低值,True
CFPS,2020,employment,egc2051_max_a_1,一般工作1的税后月收入区间最高值,True
CFPS,2020,income,egc2051_max_a_1,一般工作1的税后月收入区间最高值,True
CFPS,2020,employment,egc2051_a_1_est,一般工作1的税后月收入-估计值,True
CFPS,2020,income,egc2051_a_1_est,一般工作1的税后月收入-估计值,True
CFPS,2020,employment,mincomea_a_1,一般工作1的税后月收入,True
CFPS,2020,income,mincomea_a_1,一般工作1的税后月收入,True
CFPS,2020,employment,yincomea_a_1,一般工作1的税后年收入,True
CFPS,2020,income,yincomea_a_1,一般工作1的税后年收入,True
CFPS,2020,employment,jobclass_base_a_1,一般工作1的类型（base）,True
CFPS,2020,employment,jobclass_a_1,一般工作1的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_1,一般工作1是否延续到最近一年,True
CFPS,2020,employment,egc2012y_a_2,您什么时候开始从事一般工作2（年）,False
CFPS,2020,employment,egc2012m_a_2,您什么时候开始从事一般工作2（月）,True
CFPS,2020,employment,egc2013y_a_2,您什么时候结束一般工作2（年）,False
CFPS,2020,employment,egc2013m_a_2,您什么时候结束一般工作2（月）,True
CFPS,2020,employment,egc2013c_a_2,一般工作2是否持续到当前,True
CFPS,2020,employment,egc202_a_2,一般工作2是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_2,一般工作2是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_2,一般工作2的单位/雇主性质,True
CFPS,2020,employment,egc2031_a_2,一般工作2的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_a_2,过去12个月，一般工作2每周工作多少个小时,True
CFPS,2020,employment,egc205_a_2,过去12个月，一般工作2的税后月收入,True
CFPS,2020,income,egc205_a_2,过去12个月，一般工作2的税后月收入,True
CFPS,2020,employment,egc2051_min_a_2,一般工作2的税后月收入区间最低值,True
CFPS,2020,income,egc2051_min_a_2,一般工作2的税后月收入区间最低值,True
CFPS,2020,employment,egc2051_max_a_2,一般工作2的税后月收入区间最高值,True
CFPS,2020,income,egc2051_max_a_2,一般工作2的税后月收入区间最高值,True
CFPS,2020,employment,egc2051_a_2_est,一般工作2的税后月收入-估计值,True
CFPS,2020,income,egc2051_a_2_est,一般工作2的税后月收入-估计值,True
CFPS,2020,employment,mincomea_a_2,一般工作2的税后月收入,True
CFPS,2020,income,mincomea_a_2,一般工作2的税后月收入,True
CFPS,2020,employment,yincomea_a_2,一般工作2的税后年收入,True
CFPS,2020,income,yincomea_a_2,一般工作2的税后年收入,True
CFPS,2020,employment,jobclass_base_a_2,一般工作2的类型（base）,True
CFPS,2020,employment,jobclass_a_2,一般工作2的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_2,一般工作2是否延续到最近一年,True
CFPS,2020,employment,egc2012y_a_3,您什么时候开始从事一般工作3（年）,False
CFPS,2020,employment,egc2012m_a_3,您什么时候开始从事一般工作3（月）,True
CFPS,2020,employment,egc2013y_a_3,您什么时候结束一般工作3（年）,False
CFPS,2020,employment,egc2013m_a_3,您什么时候结束一般工作3（月）,True
CFPS,2020,employment,egc2013c_a_3,一般工作3是否持续到当前,True
CFPS,2020,employment,egc202_a_3,一般工作3是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_3,一般工作3是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_3,一般工作3的单位/雇主性质,True
CFPS,2020,employment,egc2031_a_3,一般工作3的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_a_3,过去12个月，一般工作3每周工作多少个小时,True
CFPS,2020,employment,egc205_a_3,过去12个月，一般工作3的税后月收入,True
CFPS,2020,income,egc205_a_3,过去12个月，一般工作3的税后月收入,True
CFPS,2020,employment,mincomea_a_3,一般工作3的税后月收入,True
CFPS,2020,income,mincomea_a_3,一般工作3的税后月收入,True
CFPS,2020,employment,yincomea_a_3,一般工作3的税后年收入,True
CFPS,2020,income,yincomea_a_3,一般工作3的税后年收入,True
CFPS,2020,employment,jobclass_base_a_3,一般工作3的类型（base）,True
CFPS,2020,employment,jobclass_a_3,一般工作3的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_3,一般工作3是否延续到最近一年,True
CFPS,2020,employment,egc2012y_a_4,您什么时候开始从事一般工作4（年）,False
CFPS,2020,employment,egc2012m_a_4,您什么时候开始从事一般工作4（月）,True
CFPS,2020,employment,egc2013y_a_4,您什么时候结束一般工作4（年）,False
CFPS,2020,employment,egc2013m_a_4,您什么时候结束一般工作4（月）,True
CFPS,2020,employment,egc2013c_a_4,一般工作4是否持续到当前,True
CFPS,2020,employment,egc202_a_4,一般工作4是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_4,一般工作4是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_4,一般工作4的单位/雇主性质,True
CFPS,2020,employment,egc2031_a_4,一般工作4的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_a_4,过去12个月，一般工作4每周工作多少个小时,True
CFPS,2020,employment,egc205_a_4,过去12个月，一般工作4的税后月收入,True
CFPS,2020,income,egc205_a_4,过去12个月，一般工作4的税后月收入,True
CFPS,2020,employment,mincomea_a_4,一般工作4的税后月收入,True
CFPS,2020,income,mincomea_a_4,一般工作4的税后月收入,True
CFPS,2020,employment,yincomea_a_4,一般工作4的税后年收入,True
CFPS,2020,income,yincomea_a_4,一般工作4的税后年收入,True
CFPS,2020,employment,jobclass_base_a_4,一般工作4的类型（base）,True
CFPS,2020,employment,jobclass_a_4,一般工作4的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_4,一般工作4是否延续到最近一年,True
CFPS,2020,employment,egc2012y_a_5,您什么时候开始从事一般工作5（年）,False
CFPS,2020,employment,egc2012m_a_5,您什么时候开始从事一般工作5（月）,True
CFPS,2020,employment,egc2013y_a_5,您什么时候结束一般工作5（年）,False
CFPS,2020,employment,egc2013m_a_5,您什么时候结束一般工作5（月）,True
CFPS,2020,employment,egc2013c_a_5,一般工作5是否持续到当前,True
CFPS,2020,employment,egc202_a_5,一般工作5是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_5,一般工作5是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_5,一般工作5的单位/雇主性质,True
CFPS,2020,employment,egc2031_a_5,一般工作5的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_a_5,过去12个月，一般工作5每周工作多少个小时,True
CFPS,2020,employment,egc205_a_5,过去12个月，一般工作5的税后月收入,True
CFPS,2020,income,egc205_a_5,过去12个月，一般工作5的税后月收入,True
CFPS,2020,employment,mincomea_a_5,一般工作5的税后月收入,True
CFPS,2020,income,mincomea_a_5,一般工作5的税后月收入,True
CFPS,2020,employment,yincomea_a_5,一般工作5的税后年收入,True
CFPS,2020,income,yincomea_a_5,一般工作5的税后年收入,True
CFPS,2020,employment,jobclass_base_a_5,一般工作5的类型（base）,True
CFPS,2020,employment,jobclass_a_5,一般工作5的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_5,一般工作5是否延续到最近一年,True
CFPS,2020,employment,egc2012y_a_6,您什么时候开始从事一般工作6（年）,False
CFPS,2020,employment,egc2012m_a_6,您什么时候开始从事一般工作6（月）,True
CFPS,2020,employment,egc2013y_a_6,您什么时候结束一般工作6（年）,False
CFPS,2020,employment,egc2013m_a_6,您什么时候结束一般工作6（月）,True
CFPS,2020,employment,egc2013c_a_6,一般工作6是否持续到当前,True
CFPS,2020,employment,egc202_a_6,一般工作6是为自己/自家干活还是受雇于他人/他家/组织/单位/公司,True
CFPS,2020,employment,egc2021_a_6,一般工作6是农业工作还是非农工作,True
CFPS,2020,employment,egc203_a_6,一般工作6的单位/雇主性质,True
CFPS,2020,employment,egc2031_a_6,一般工作6的雇主是否为个体工商户,True
CFPS,2020,employment,egc204_a_6,过去12个月，一般工作6每周工作多少个小时,True
CFPS,2020,employment,egc205_a_6,过去12个月，一般工作6的税后月收入,True
CFPS,2020,income,egc205_a_6,过去12个月，一般工作6的税后月收入,True
CFPS,2020,employment,mincomea_a_6,一般工作6的税后月收入,True
CFPS,2020,income,mincomea_a_6,一般工作6的税后月收入,True
CFPS,2020,employment,yincomea_a_6,一般工作6的税后年收入,True
CFPS,2020,income,yincomea_a_6,一般工作6的税后年收入,True
CFPS,2020,employment,jobclass_base_a_6,一般工作6的类型（base）,True
CFPS,2020,employment,jobclass_a_6,一般工作6的工作类型,True
CFPS,2020,employment,lastyjob_comm_a_6,一般工作6是否延续到最近一年,True
CFPS,2020,employment,egc2012y_a_7,您什么时候开始从事一般工作7（年）,False
CFPS,2020,employment,egc2012m_a_7,您什么时候开始从事一般工作7（月）,True
CFPS,2020,employment,egc2013y_a_7,您什么时候结束一般工作7（年）,False
CFPS,2020,employment,egc2013m_a_7,您什么时候结束一般工作7（月）,True
CFPS,2020,employment,egc2013c_a_7,一般工作7是否持续到当前,True
